time,seconds_elapsed,x,y,z
5447251317145,0.020811312,-5.326322E-4,5.326322E-4,0.0010652645
5447271397345,0.040891512,-5.326322E-4,5.326322E-4,0.0010652645
5447291447027,0.060941194,-5.326322E-4,5.326322E-4,0.0010652645
5447311527228,0.081021395,-5.326322E-4,5.326322E-4,0.0010652645
5447331576911,0.101071078,-0.007989483,-0.02609898,0.017044231
5447351596077,0.121090244,0.30999196,0.025566347,-0.021837922
5447371645760,0.141139927,0.25353295,0.061252706,-0.017044231
5447391756477,0.161250644,-0.15446335,-0.011717909,0.0127831735
5447411806159,0.181300326,-0.24394555,-0.02609898,0.012250541
5447431825326,0.201319493,0.03355583,-0.0053263223,0.010652645
5447451875009,0.221369176,0.20559604,0.05006743,-0.015446335
5447471924691,0.241418858,0.02396845,0.01438107,-0.0015978967
5447491943858,0.261438025,-0.15180019,-0.023435818,0.013315806
5447511993540,0.281487707,-0.024501082,-0.00479369,0.0026631611
5447532043223,0.30153739,0.10972224,0.011717909,-0.010652645
5447552062390,0.321556557,0.01917476,0.0,-5.326322E-4
5447572112072,0.341606239,-0.080960095,-0.011717909,0.007456851
5447592131238,0.361625405,0.0,0.0015978967,-5.326322E-4
5447612180921,0.381675088,0.056991648,0.009054748,-0.0053263223
5447632200087,0.401694254,-0.01438107,-5.326322E-4,0.002130529
5447652249770,0.421743937,-0.037284255,-0.0026631611,0.004261058
5447672299453,0.44179362,0.024501082,0.00479369,-0.002130529
5447692318619,0.461812786,0.020240024,0.0026631611,-0.0026631611
5447712368301,0.481862468,-0.02609898,-0.002130529,0.0026631611
5447732417985,0.501912152,-0.00479369,0.0010652645,5.326322E-4
5447752437150,0.521931317,0.02396845,0.004261058,-0.0015978967
5447772486833,0.541981,-0.0063915867,0.0010652645,5.326322E-4
5447792536516,0.562030683,-0.012250541,-0.0010652645,0.0015978967
5447812586200,0.582080367,0.013315806,0.002130529,-0.0010652645
5447832635883,0.60213005,0.0058589545,5.326322E-4,5.326322E-4
5447852685566,0.622179733,-0.011717909,-5.326322E-4,5.326322E-4
5447872704732,0.642198899,0.0031957934,0.002130529,-5.326322E-4
5447892754415,0.662248582,0.007456851,0.0015978967,-0.0010652645
5447912804098,0.682298265,-0.0063915867,-5.326322E-4,0.0
5447932823264,0.702317431,0.0,5.326322E-4,-0.0010652645
5447952872947,0.722367114,0.0063915867,0.002130529,-0.0010652645
5447972922629,0.742416796,-0.0031957934,0.0010652645,0.0010652645
5447992972312,0.762466479,-0.0031957934,5.326322E-4,5.326322E-4
5448012991479,0.782485646,0.0063915867,0.0015978967,-0.0010652645
5448033041161,0.802535328,5.326322E-4,5.326322E-4,5.326322E-4
5448053090844,0.822585011,-0.0053263223,5.326322E-4,0.0010652645
5448073140527,0.842634694,0.00479369,0.0015978967,-5.326322E-4
5448093190210,0.862684377,0.0026631611,0.0026631611,0.0
5448113239893,0.88273406,-0.0058589545,0.0010652645,0.0010652645
5448133289575,0.902783742,0.0010652645,5.326322E-4,5.326322E-4
5448153339259,0.922833426,0.0053263223,0.0015978967,0.0
5448173358425,0.942852592,-0.0026631611,0.0,5.326322E-4
5448193408107,0.962902274,-0.0037284256,0.0,5.326322E-4
5448213457791,0.982951958,0.0063915867,0.0010652645,-0.0010652645
5448233507474,1.003001641,0.002130529,0.0010652645,-5.326322E-4
5448253557157,1.023051324,-0.00479369,0.0,5.326322E-4
5448273576322,1.043070489,0.0015978967,5.326322E-4,-0.0010652645
5448293626006,1.063120173,0.0031957934,0.0015978967,-0.0010652645
5448313706205,1.083200372,-0.0026631611,0.0,0.0010652645
5448333725372,1.103219539,-0.0015978967,5.326322E-4,5.326322E-4
5448353775054,1.123269221,0.0037284256,0.0010652645,-5.326322E-4
5448373824737,1.143318904,0.0,0.0015978967,-0.0010652645
5448393874420,1.163368587,-0.0015978967,5.326322E-4,0.0
5448413893586,1.183387753,0.0010652645,0.0037284256,0.0
5448433943269,1.203437436,5.326322E-4,0.002130529,0.0
5448453992952,1.223487119,-0.0015978967,0.0015978967,5.326322E-4
5448474012118,1.243506285,0.0,0.0,5.326322E-4
5448494061801,1.263555968,0.0010652645,5.326322E-4,0.0
5448514111484,1.283605651,0.0,5.326322E-4,5.326322E-4
5448534161167,1.303655334,-0.0010652645,5.326322E-4,-5.326322E-4
5448554210850,1.323705017,-5.326322E-4,0.0,-5.326322E-4
5448574230016,1.343724183,0.0010652645,0.0,-0.0010652645
5448594279699,1.363773866,0.0,0.0010652645,5.326322E-4
5448614329381,1.383823548,0.0,0.0010652645,-5.326322E-4
5448634379065,1.403873232,-5.326322E-4,0.002130529,5.326322E-4
5448654398231,1.423892398,0.0010652645,0.0015978967,0.0
5448674447913,1.44394208,0.0,0.0015978967,-5.326322E-4
5448694497597,1.463991764,-0.0010652645,5.326322E-4,5.326322E-4
5448714547280,1.484041447,0.0010652645,5.326322E-4,5.326322E-4
5448734566445,1.504060612,0.0015978967,5.326322E-4,5.326322E-4
5448754616129,1.524110296,5.326322E-4,0.0,5.326322E-4
5448774665812,1.544159979,-0.0010652645,0.0010652645,0.0010652645
5448794684977,1.564179144,5.326322E-4,5.326322E-4,0.0
5448814734660,1.584228827,5.326322E-4,0.0,0.0
5448834784344,1.604278511,0.0,0.0015978967,5.326322E-4
5448854803509,1.624297676,-5.326322E-4,0.0015978967,0.0
5448874853192,1.644347359,0.0010652645,0.0015978967,5.326322E-4
5448894902876,1.664397043,5.326322E-4,0.0010652645,-0.0010652645
5448914952559,1.684446726,-0.0010652645,0.0026631611,-0.0010652645
5448935002241,1.704496408,0.0015978967,5.326322E-4,-5.326322E-4
5448955021408,1.724515575,0.0010652645,0.002130529,-5.326322E-4
5448975071090,1.744565257,0.0,0.0,5.326322E-4
5448995120773,1.76461494,-5.326322E-4,0.0,0.0
5449015139939,1.784634106,5.326322E-4,0.0,0.0
5449035189622,1.804683789,5.326322E-4,0.0,-5.326322E-4
5449055239305,1.824733472,5.326322E-4,5.326322E-4,5.326322E-4
5449075258470,1.844752637,-5.326322E-4,-5.326322E-4,0.0
5449095308154,1.864802321,5.326322E-4,0.0015978967,0.0
5449115357837,1.884852004,5.326322E-4,5.326322E-4,5.326322E-4
5449135377002,1.904871169,-5.326322E-4,5.326322E-4,0.0
5449155426686,1.924920853,5.326322E-4,0.0015978967,5.326322E-4
5449175476369,1.944970536,0.0015978967,0.0010652645,0.0
5449195526052,1.965020219,5.326322E-4,0.0010652645,-0.0010652645
5449215545217,1.985039384,5.326322E-4,0.0010652645,0.0015978967
5449235594901,2.005089068,0.0,5.326322E-4,5.326322E-4
5449255644584,2.025138751,0.0,0.0010652645,0.0
5449275663749,2.045157916,-5.326322E-4,0.0010652645,5.326322E-4
5449295713433,2.0652076,5.326322E-4,0.0,0.0010652645
5449315732598,2.085226765,0.0,0.0010652645,0.0010652645
5449335782281,2.105276448,0.0,5.326322E-4,5.326322E-4
5449355831965,2.125326132,-5.326322E-4,5.326322E-4,0.0
5449375851130,2.145345297,0.0,0.0010652645,-5.326322E-4
5449395900813,2.16539498,0.0,5.326322E-4,0.0
5449415950497,2.185444664,5.326322E-4,0.0010652645,5.326322E-4
5449435969662,2.205463829,0.0,5.326322E-4,5.326322E-4
5449456019345,2.225513512,0.0,-5.326322E-4,-0.0010652645
5449476038511,2.245532678,5.326322E-4,5.326322E-4,5.326322E-4
5449496088194,2.265582361,-5.326322E-4,0.0,-0.0010652645
5449516137877,2.285632044,5.326322E-4,0.0,0.0
5449536157043,2.30565121,0.0015978967,5.326322E-4,5.326322E-4
5449556206726,2.325700893,-5.326322E-4,5.326322E-4,-5.326322E-4
5449576256409,2.345750576,0.0010652645,0.0010652645,-5.326322E-4
5449596306091,2.365800258,5.326322E-4,5.326322E-4,5.326322E-4
5449616325258,2.385819425,5.326322E-4,0.0,0.0
5449636374940,2.405869107,0.0,-5.326322E-4,-5.326322E-4
5449656424623,2.42591879,-5.326322E-4,0.0010652645,0.0
5449676474306,2.445968473,-5.326322E-4,0.0015978967,0.0
5449696493472,2.465987639,-5.326322E-4,0.0,0.0
5449716543155,2.486037322,0.0,0.0010652645,5.326322E-4
5449736592838,2.506087005,0.0,0.0015978967,-5.326322E-4
5449756642522,2.526136689,-5.326322E-4,5.326322E-4,0.0010652645
5449776692205,2.546186372,0.0,5.326322E-4,0.0015978967
5449796741888,2.566236055,0.0,0.0015978967,0.0010652645
5449816791570,2.586285737,0.0,5.326322E-4,5.326322E-4
5449836810737,2.606304904,0.0010652645,0.0,-5.326322E-4
5449856860419,2.626354586,0.0,0.0,5.326322E-4
5449876910102,2.646404269,0.0,-5.326322E-4,0.0
5449896959785,2.666453952,5.326322E-4,0.0,0.0
5449917009468,2.686503635,0.0,-5.326322E-4,-5.326322E-4
5449937059151,2.706553318,0.0,0.0,0.0
5449957108834,2.726603001,0.0,0.0,0.0
5449977158517,2.746652684,-5.326322E-4,0.0,5.326322E-4
5449997208200,2.766702367,0.0,5.326322E-4,5.326322E-4
5450017257883,2.78675205,0.0,0.0010652645,-0.0010652645
5450037307566,2.806801733,5.326322E-4,5.326322E-4,0.0
5450057357249,2.826851416,5.326322E-4,0.0,0.0
5450077406932,2.846901099,-5.326322E-4,0.0010652645,5.326322E-4
5450097456614,2.866950781,-5.326322E-4,5.326322E-4,0.0
5450117506298,2.887000465,-5.326322E-4,0.0,0.0010652645
5450137555981,2.907050148,0.0,0.0010652645,5.326322E-4
5450157605664,2.927099831,0.0,0.0,5.326322E-4
5450177655347,2.947149514,0.0,5.326322E-4,0.0
5450197705029,2.967199196,5.326322E-4,-5.326322E-4,0.0
5450217754712,2.987248879,0.0,0.0010652645,-0.0010652645
5450237804395,3.007298562,5.326322E-4,0.0015978967,-5.326322E-4
5450257854079,3.027348246,5.326322E-4,5.326322E-4,0.0
5450277903762,3.047397929,5.326322E-4,-5.326322E-4,5.326322E-4
5450297953445,3.067447612,0.0010652645,0.0,-5.326322E-4
5450318003127,3.087497294,0.0,-0.0010652645,-5.326322E-4
5450338022294,3.107516461,5.326322E-4,0.0,-0.0015978967
5450358071977,3.127566144,0.0010652645,5.326322E-4,0.0
5450378121659,3.147615826,5.326322E-4,0.0010652645,5.326322E-4
5450398171342,3.167665509,0.0,0.0,-5.326322E-4
5450418221025,3.187715192,0.0,5.326322E-4,-0.0010652645
5450438270708,3.207764875,5.326322E-4,0.0010652645,0.0
5450458320391,3.227814558,0.0,-5.326322E-4,5.326322E-4
5450478370075,3.247864242,0.0,5.326322E-4,-0.0010652645
5450498419757,3.267913924,5.326322E-4,0.0,0.0
5450518469440,3.287963607,0.0,0.0010652645,-5.326322E-4
5450538519123,3.30801329,5.326322E-4,0.0,-5.326322E-4
5450558568806,3.328062973,5.326322E-4,5.326322E-4,-0.0010652645
5450578618489,3.348112656,5.326322E-4,0.0015978967,-0.002130529
5450598668171,3.368162338,5.326322E-4,5.326322E-4,-5.326322E-4
5450618717854,3.388212021,5.326322E-4,5.326322E-4,0.0
5450638767538,3.408261705,5.326322E-4,0.0015978967,-5.326322E-4
5450658817221,3.428311388,0.0,0.0,-0.0010652645
5450678866904,3.448361071,-5.326322E-4,5.326322E-4,-0.0010652645
5450698916587,3.468410754,0.0010652645,0.0,-0.0010652645
5450718966269,3.488460436,-5.326322E-4,0.0015978967,-5.326322E-4
5450739015952,3.508510119,0.0,-0.0010652645,-5.326322E-4
5450759065635,3.528559802,5.326322E-4,0.0,0.0
5450779115319,3.548609486,-0.0010652645,0.0015978967,-5.326322E-4
5450799165002,3.568659169,0.0,0.0010652645,0.0
5450819214685,3.588708852,0.0,0.0,-5.326322E-4
5450839233851,3.608728018,-5.326322E-4,0.0010652645,-5.326322E-4
5450859283534,3.628777701,-5.326322E-4,0.0,0.0
5450879333216,3.648827383,0.0,0.0010652645,0.0
5450899382899,3.668877066,0.0,5.326322E-4,-5.326322E-4
5450919432582,3.688926749,0.0,0.0010652645,-0.0010652645
5450939482265,3.708976432,5.326322E-4,5.326322E-4,0.0
5450959531948,3.729026115,5.326322E-4,0.0,-5.326322E-4
5450979551114,3.749045281,5.326322E-4,0.0010652645,-5.326322E-4
5450999600797,3.769094964,0.0,5.326322E-4,-5.326322E-4
5451019650480,3.789144647,0.0,0.0,0.0
5451039700163,3.80919433,0.0,0.0,-0.0010652645
5451059749846,3.829244013,0.0,0.0010652645,-5.326322E-4
5451079799529,3.849293696,0.0,0.0010652645,-5.326322E-4
5451099849212,3.869343379,0.0,0.0,0.0
5451119898895,3.889393062,-5.326322E-4,-0.0010652645,-5.326322E-4
5451139948578,3.909442745,0.0010652645,0.0,0.0
5451159998261,3.929492428,5.326322E-4,0.0,-5.326322E-4
5451180047943,3.94954211,0.0,-5.326322E-4,5.326322E-4
5451200097626,3.969591793,0.0,-0.0010652645,-0.0010652645
5451220147310,3.989641477,5.326322E-4,5.326322E-4,5.326322E-4
5451240196993,4.00969116,0.0010652645,0.0010652645,-0.0015978967
5451260246676,4.029740843,0.0,5.326322E-4,-0.0010652645
5451280296358,4.049790525,0.0,0.0,5.326322E-4
5451300346041,4.069840208,0.0,0.0015978967,-5.326322E-4
5451320395724,4.089889891,-5.326322E-4,0.0,-0.0010652645
5451340536959,4.110031126,0.0010652645,-5.326322E-4,-5.326322E-4
5451360586642,4.130080809,5.326322E-4,5.326322E-4,0.0
5451380636324,4.150130491,5.326322E-4,5.326322E-4,-5.326322E-4
5451400655491,4.170149658,5.326322E-4,-5.326322E-4,-5.326322E-4
5451420705173,4.19019934,0.0010652645,0.0010652645,0.0
