time,seconds_elapsed,qw,qx,qy,qz
5554638602424,0.033877937,0.9913096,0.07352524,0.028929137,0.105178766
5554658682624,0.053958137,0.9915046,0.07154497,0.027719729,0.10503207
5554678762825,0.074038338,0.99180895,0.068639934,0.023795037,0.1050587
5554698812508,0.094088021,0.99198,0.06693519,0.021940922,0.10494742
5554718892707,0.11416822,0.9920496,0.0659672,0.020761902,0.10514247
5554738942390,0.134217903,0.9920932,0.06514557,0.019626008,0.10546123
5554758961556,0.154237069,0.9922417,0.062966496,0.018239742,0.10563631
5554779011239,0.174286752,0.99237794,0.060827885,0.013756074,0.10628615
5554799060922,0.194336435,0.99237263,0.060626976,0.014538064,0.1063464
5554819110606,0.214386119,0.9923404,0.061151538,0.015960867,0.10614348
5554839160288,0.234435801,0.9922758,0.06207142,0.016636498,0.1061094
5554859179454,0.254454967,0.9922448,0.062393762,0.016264532,0.10626841
5554879229137,0.27450465,0.9921916,0.06318706,0.013188569,0.10672043
5554899278820,0.294554333,0.99211276,0.06422723,0.012075864,0.10696472
5554919328503,0.314604016,0.99216574,0.06353938,0.0116314385,0.1069328
5554939378186,0.334653699,0.9921846,0.06319773,0.01161188,0.10696288
5554959427869,0.354703382,0.992163,0.063329324,0.011936403,0.10704929
5554979477552,0.374753065,0.9921408,0.06354384,0.012455303,0.10706915
5554999527235,0.394802748,0.99213576,0.06343704,0.012343518,0.107191704
5555019576917,0.41485243,0.99215305,0.062832795,0.011767295,0.10745225
5555039596084,0.434871597,0.99218124,0.06220592,0.011139095,0.10762355
5555059645766,0.454921279,0.99218726,0.062102813,0.01087808,0.107654
5555079695449,0.474970962,0.9921484,0.062566236,0.011098419,0.1077212
5555099745132,0.495020645,0.99210054,0.06313895,0.011408505,0.10779611
5555119794816,0.515070329,0.9920966,0.06322555,0.011407353,0.1077809
5555139844499,0.535120012,0.99213254,0.06293616,0.010911817,0.10767136
5555159894182,0.555169695,0.9921582,0.062771745,0.010412772,0.10758057
5555179943864,0.575219377,0.9921662,0.06282567,0.010392665,0.10747581
5555199993547,0.59526906,0.9921573,0.06289591,0.010800956,0.1074778
5555220043230,0.615318743,0.99215937,0.062850975,0.010840866,0.10748081
5555240092913,0.635368426,0.9921751,0.06250944,0.010560328,0.10756257
5555260112079,0.655387592,0.9921937,0.062134508,0.010209974,0.10764234
5555280161762,0.675437275,0.992197,0.062001318,0.009957351,0.10771224
5555300211445,0.695486958,0.99219394,0.06209034,0.010020984,0.107683145
5555320261129,0.715536642,0.99221426,0.06209611,0.010180477,0.1074776
5555340310811,0.735586324,0.99226433,0.061950017,0.010381701,0.107079186
5555360329977,0.75560549,0.99231434,0.06176087,0.010551302,0.10670786
5555380379660,0.775655173,0.9923607,0.061434355,0.0104619935,0.106474444
5555400429343,0.795704856,0.9924128,0.06091465,0.010315271,0.10630088
5555420479026,0.815754539,0.99248123,0.060435873,0.010293246,0.10593706
5555440528709,0.835804222,0.9925424,0.060390428,0.010479201,0.105370134
5555460578392,0.855853905,0.9925589,0.0608076,0.011131901,0.10490716
5555480628075,0.875903588,0.9925439,0.061221384,0.011652743,0.10475122
5555500647241,0.895922754,0.992515,0.06154017,0.011814786,0.104819216
5555520696924,0.915972437,0.9924848,0.06195584,0.011753029,0.10486823
5555540746607,0.93602212,0.9924364,0.062553406,0.011849552,0.104960315
5555560796289,0.956071802,0.9923666,0.063370004,0.012213918,0.10508854
5555580845972,0.976121485,0.9922625,0.06445014,0.012575939,0.10537176
5555600895656,0.996171169,0.99211895,0.06577062,0.013051234,0.10584878
5555620945339,1.016220852,0.9919946,0.0669195,0.013488117,0.10623898
5555640995022,1.036270535,0.9919231,0.067561164,0.013669711,0.10647704
5555661044705,1.056320218,0.9919168,0.06766556,0.013937595,0.10643404
5555681094387,1.0763699,0.9919066,0.06785503,0.015047415,0.10625734
5555701144070,1.096419583,0.9918424,0.0687003,0.0161088,0.106158584
5555721193753,1.116469266,0.99171,0.0702235,0.016097503,0.10639986
5555741212919,1.136488432,0.99155337,0.07229308,0.015167633,0.10660954
5555761262602,1.156538115,0.99147314,0.07431738,0.013485621,0.10618917
5555781312285,1.176587798,0.99145,0.07599862,0.011937496,0.10539753
5555801361968,1.196637481,0.991459,0.07712028,0.010842121,0.104613505
5555821411652,1.216687165,0.99148655,0.077560104,0.010248937,0.104085855
5555841461334,1.236736847,0.99153686,0.07753416,0.009813831,0.10366729
5555861511017,1.25678653,0.9915812,0.07780393,0.009081315,0.10310569
5555881560700,1.276836213,0.9915362,0.07937948,0.008101412,0.10241684
5555901610383,1.296885896,0.9913594,0.0825309,0.0066603865,0.10173982
5555921660066,1.316935579,0.99115914,0.085828334,0.0049992274,0.10105596
5555941709749,1.336985262,0.9909926,0.088222064,0.0026399759,0.100716285
5555961759432,1.357034945,0.9908771,0.08968419,2.2762464E-4,0.10059542
5555981809115,1.377084628,0.99080116,0.09093952,-0.0015312897,0.10020362
5556001858798,1.397134311,0.9907258,0.092135265,-0.002145122,0.0998449
5556021908481,1.417183994,0.9905563,0.09396846,-0.0017238066,0.09982638
5556041958164,1.437233677,0.9902206,0.096856125,-9.871605E-4,0.10040506
5556062007847,1.45728336,0.98982304,0.09980541,-7.4920716E-4,0.101433165
5556082057529,1.477333042,0.98941356,0.102517396,-0.0012535322,0.10271104
5556102107212,1.497382725,0.9889839,0.10517878,-0.0019939435,0.10413626
5556122156896,1.517432409,0.98856276,0.10757439,-0.0024851856,0.10566599
5556142206579,1.537482092,0.98811984,0.11019947,-0.0021912763,0.10710024
5556162256262,1.557531775,0.98764217,0.113165796,-0.001142729,0.108421884
5556182305945,1.577581458,0.9871554,0.11612596,-1.6280705E-5,0.10972312
5556202355627,1.59763114,0.9867838,0.11785083,0.0010966851,0.1112103
5556222405310,1.617680823,0.98650146,0.118594736,0.0029995118,0.11287671
5556242454993,1.637730506,0.98617333,0.11971557,0.0057202196,0.11444563
5556262504677,1.65778019,0.9856821,0.122251585,0.008940955,0.11578279
5556282554360,1.677829873,0.9851464,0.12461379,0.011920667,0.11754145
5556302604042,1.697879555,0.98486626,0.12472152,0.013382538,0.11959949
5556322684242,1.717959755,0.9848922,0.1226306,0.0137844635,0.12148734
5556342764442,1.738039955,0.9849689,0.12112099,0.013831394,0.12237082
5556362814125,1.758089638,0.9848413,0.12193034,0.013512782,0.12263017
5556382863808,1.778139321,0.9845585,0.12422051,0.012740908,0.122684844
5556402913491,1.798189004,0.9843253,0.12638396,0.010967687,0.12251795
5556422932657,1.81820817,0.984398,0.12608148,0.008634872,0.12243126
5556442982340,1.838257853,0.984702,0.12384387,0.0063440977,0.1224114
5556463032023,1.858307536,0.98511285,0.12065147,0.00493386,0.122358344
5556483081706,1.878357219,0.98559844,0.11668147,0.0051096063,0.12229047
5556503131389,1.898406902,0.9858017,0.114654474,0.006583801,0.12249964
5556523181072,1.918456585,0.9853636,0.11714448,0.007217833,0.12362786
5556543261272,1.938536785,0.9850357,0.11770324,0.008119025,0.125637
5556563310954,1.958586467,0.9847079,0.11731252,0.008123313,0.12853897
5556583360638,1.978636151,0.9843767,0.116327405,0.008350662,0.13191175
5556603410321,1.998685834,0.98412275,0.114795275,0.00938113,0.13504303
5556623460004,2.018735517,0.98386794,0.11395912,0.009947376,0.13754372
5556643509687,2.0387852,0.9837191,0.1131136,0.008839377,0.13936967
5556663559370,2.058834883,0.9836693,0.112129524,0.006497725,0.1406401
5556683670087,2.0789456,0.983726,0.11038271,0.0054474236,0.1416659
5556703719769,2.098995282,0.98368716,0.10940867,0.005612946,0.14268042
5556723769452,2.119044965,0.9835178,0.109313264,0.0064025186,0.14388338
5556743819136,2.139094649,0.9832483,0.10972658,0.007444257,0.14535351
5556763868819,2.159144332,0.982891,0.110703394,0.008248874,0.14697625
5556783918502,2.179194015,0.98249525,0.11217506,0.008482619,0.14848556
5556804029219,2.199304732,0.98212916,0.11371986,0.008494875,0.14972648
5556824078901,2.219354414,0.98184824,0.11499043,0.008761647,0.15058075
5556844128584,2.239404097,0.9816559,0.1160909,0.009807191,0.15092506
5556864178267,2.25945378,0.981476,0.11723369,0.0124255475,0.15101933
5556884227950,2.279503463,0.9813055,0.11824589,0.015051127,0.15109912
5556904277633,2.299553146,0.9811926,0.1191925,0.016862232,0.15089786
5556924327317,2.31960283,0.9811438,0.120074295,0.017356848,0.15045941
5556944376999,2.339652512,0.98116064,0.12058257,0.01810249,0.1498531
5556964426682,2.359702195,0.98126817,0.120677456,0.019167531,0.14893745
5556984476365,2.379751878,0.98147076,0.12056131,0.019254014,0.1476806
5557004526048,2.399801561,0.9818248,0.11905977,0.019854046,0.14646062
5557024575731,2.419851244,0.9824167,0.116916515,0.020422734,0.1441215
5557044625414,2.439900927,0.9830868,0.1153383,0.020505788,0.14077316
5557064675097,2.45995061,0.98361903,0.11474691,0.020832814,0.13745114
5557084694263,2.479969776,0.98402625,0.11445989,0.022239318,0.13452429
5557104743945,2.500019458,0.9845,0.11353075,0.024420686,0.1314317
5557124793629,2.520069142,0.98525476,0.110904776,0.023792285,0.1280906
5557144843312,2.540118825,0.9855102,0.11282949,0.023804104,0.124388985
5557164892995,2.560168508,0.9857517,0.1138931,0.02349117,0.121533066
5557184942678,2.580218191,0.98610747,0.113012925,0.023064233,0.11953355
5557204992361,2.600267874,0.9866169,0.11096695,0.022303067,0.11737096
5557225011527,2.62028704,0.98718387,0.108425505,0.021192241,0.115164295
5557245061210,2.640336723,0.98803914,0.10311252,0.017206142,0.11335935
5557265110893,2.660386406,0.98887223,0.097314954,0.01202152,0.111879975
5557285160575,2.680436088,0.98946816,0.093252,0.006625024,0.11051278
5557305179742,2.700455255,0.98975277,0.091840655,0.002834743,0.10930151
5557325229424,2.720504937,0.98977077,0.09314249,0.0029649278,0.108025484
5557345279107,2.74055462,0.9897099,0.09526351,0.005044444,0.106647596
5557365328790,2.760604303,0.98964787,0.097331166,0.0077111386,0.10518762
5557385378473,2.780653986,0.98958075,0.09898152,0.009909445,0.10408893
5557405428157,2.80070367,0.98955196,0.099716954,0.010995424,0.103550464
5557425477840,2.820753353,0.9895468,0.10007344,0.010766927,0.10327918
5557445527522,2.840803035,0.9894353,0.10135997,0.009840072,0.10318468
5557465577205,2.860852718,0.9892013,0.103966184,0.009046222,0.10290878
5557485626888,2.880902401,0.98887736,0.10733994,0.00831374,0.102618456
5557505676571,2.900952084,0.98870397,0.109175935,0.008303402,0.10235378
5557525726254,2.921001767,0.98867947,0.10954646,0.009086668,0.102127485
5557545775937,2.94105145,0.988653,0.10961514,0.009918985,0.102232546
5557565825620,2.961101133,0.98852205,0.11005785,0.010891574,0.10292188
5557585875303,2.981150816,0.9882961,0.110815495,0.012523509,0.1040872
5557605924986,3.001200499,0.9880904,0.11079607,0.01499388,0.10572048
5557625944152,3.021219665,0.98812044,0.10794438,0.016366683,0.108158104
5557645993835,3.041269348,0.98848003,0.1026325,0.014413353,0.11030037
5557666043518,3.061319031,0.9887904,0.09866037,0.010241982,0.111601934
5557686123717,3.08139923,0.9887507,0.09835702,0.0063749584,0.112505354
5557706173401,3.101448914,0.9885885,0.09991552,0.0033366173,0.11268842
5557726223084,3.121498597,0.9885726,0.10086432,-1.3331747E-4,0.112029634
5557746242249,3.141517762,0.98884004,0.09949649,-0.0025618002,0.11085754
5557766291933,3.161567446,0.98886096,0.09995142,-0.0019883134,0.110271424
5557786341616,3.181617129,0.98847365,0.10324883,-6.2919495E-4,0.11072088
5557806391299,3.201666812,0.9881548,0.1047847,0.0011703178,0.112111196
5557826471498,3.221747011,0.98800856,0.103964806,0.0013504147,0.11414309
5557846521181,3.241796694,0.9879279,0.10188104,-2.4821569E-4,0.1166995
5557866540347,3.26181586,0.9877842,0.09973178,-0.0018631073,0.119718626
5557886590030,3.281865543,0.98764974,0.097838104,-0.0016593365,0.122364916
5557906639713,3.301915226,0.9872513,0.0992279,-0.0021840266,0.12443459
5557926689397,3.32196491,0.9868425,0.101158954,-0.0026697703,0.12610169
5557946739080,3.342014593,0.9865395,0.10221061,-0.0032564707,0.12760185
5557966788762,3.362064275,0.9863343,0.10222216,-0.004009861,0.12914808
5557986838445,3.382113958,0.9861409,0.10211027,-0.004761663,0.13067926
5558006888128,3.402163641,0.9858941,0.10248396,-0.0050932695,0.13222757
5558026937811,3.422213324,0.98564726,0.10306951,-0.0044978806,0.1336262
5558046987494,3.442263007,0.98545545,0.103753865,-0.0028216841,0.13455397
5558067037178,3.462312691,0.98529184,0.1046372,-8.349563E-4,0.1350943
5558087117377,3.48239289,0.98514956,0.10572304,8.9007756E-4,0.13528562
5558107167060,3.502442573,0.9850943,0.10636904,0.0023635714,0.13516402
5558127216743,3.522492256,0.9851367,0.10643596,0.0039130542,0.13476618
5558147266426,3.542541939,0.98523384,0.10655332,0.005681962,0.13389693
5558167316109,3.562591622,0.9854136,0.10656817,0.0071710884,0.13248354
5558187365792,3.582641305,0.9856798,0.10632156,0.007951113,0.13064395
5558207415475,3.602690988,0.9859922,0.105572194,0.008803199,0.12882772
5558227465158,3.622740671,0.98654056,0.102137566,0.010481805,0.12726313
5558247514841,3.642790354,0.98729473,0.09767642,0.011899267,0.124767214
5558267564523,3.662840036,0.987979,0.09412213,0.012478889,0.121995576
5558287614206,3.682889719,0.9884344,0.09163067,0.013379626,0.12009376
5558307663890,3.702939403,0.98869085,0.09044707,0.015504796,0.11861471
5558327713573,3.722989086,0.9887905,0.09087241,0.017700706,0.11714177
5558347763256,3.743038769,0.98887,0.09144725,0.018686838,0.11586374
5558367812939,3.763088452,0.98926353,0.089026414,0.016989425,0.11464444
5558387862621,3.783138134,0.9896396,0.08764245,0.015542005,0.11265317
5558407912304,3.803187817,0.9900853,0.08634964,0.014000882,0.10990419
5558427961987,3.8232375,0.99055016,0.08497092,0.012328316,0.106950425
5558448011671,3.843287184,0.9909755,0.083383046,0.010800576,0.104395285
5558468061354,3.863336867,0.99140507,0.08122783,0.009118306,0.10215231
5558488111036,3.883386549,0.9917426,0.079507165,0.007762387,0.10032509
5558508160719,3.903436232,0.99185973,0.07958789,0.007376524,0.09912429
5558528210402,3.923485915,0.99176913,0.08157189,0.008496565,0.098325886
5558548260085,3.943535598,0.9916362,0.08384615,0.009877204,0.09762073
5558568309768,3.963585281,0.9915701,0.08534582,0.010812693,0.096892245
5558588359451,3.983634964,0.9915718,0.085527584,0.011460747,0.09663926
5558608409134,4.003684647,0.9916094,0.08494706,0.012506954,0.096635774
5558628489334,4.023764847,0.991511,0.08586558,0.013236236,0.09673645
5558648539017,4.04381453,0.9913085,0.088366725,0.012945755,0.09659805
5558668588700,4.063864213,0.99115103,0.09110339,0.01133663,0.09587191
5558688638383,4.083913896,0.9911117,0.092776224,0.009774813,0.094840765
5558708688066,4.103963579,0.99104583,0.094274476,0.009088856,0.094117336
5558728737749,4.124013262,0.99106157,0.094189025,0.009931725,0.093951955
5558748787432,4.144062945,0.9910543,0.093593605,0.011258979,0.09447128
5558768837115,4.164112628,0.99092346,0.09361457,0.012575953,0.09564972
5558788917315,4.184192828,0.99068785,0.09383657,0.014376979,0.09759943
5558808936480,4.204211993,0.9904486,0.09214909,0.017539466,0.101057656
5558828986164,4.224261677,0.9903501,0.08800855,0.019714877,0.10522581
5558849035847,4.24431136,0.99037397,0.08326819,0.019165797,0.108896986
5558869085530,4.264361043,0.9902985,0.0807591,0.016416257,0.1118816
5558889135213,4.284410726,0.9900348,0.08161208,0.012952379,0.11403004
5558909184895,4.304460408,0.98971224,0.083936006,0.010271263,0.11540785
5558929234578,4.324510091,0.9894413,0.08572944,0.009402131,0.116482645
5558949314779,4.344590292,0.9891988,0.0865281,0.010187181,0.11787713
5558969364462,4.364639975,0.98901874,0.086029254,0.011881606,0.11958146
5558989414144,4.384689657,0.98883843,0.08492076,0.013783199,0.12164348
5559009463827,4.40473934,0.988729,0.08241873,0.015275491,0.124051616
5559029544028,4.424819541,0.9884086,0.082381904,0.014303802,0.12671694
5559049593710,4.444869223,0.9881012,0.08266003,0.011925387,0.12915611
5559069643393,4.464918906,0.9878256,0.08293545,0.009418164,0.13127676
5559089693076,4.484968589,0.9875457,0.08366552,0.007250558,0.1330452
5559109742759,4.505018272,0.98726463,0.084607475,0.00502444,0.13462852
5559129792442,4.525067955,0.98703724,0.0852808,0.0022931593,0.13593927
5559149872642,4.545148155,0.98680335,0.08601483,-1.3774076E-4,0.13718839
5559169922325,4.565197838,0.9865151,0.08712277,-0.0010779295,0.13855137
5559189972008,4.585247521,0.98622596,0.08870939,-8.879337E-4,0.13960095
5559210021691,4.605297204,0.986,0.08986096,-5.196075E-4,0.14045891
5559230071374,4.625346887,0.98582053,0.09095886,8.102547E-5,0.14101233
5559250121057,4.64539657,0.98569214,0.09199841,0.0015516947,0.14122647
5559270170740,4.665446253,0.9856418,0.092189446,0.0024315098,0.14144105
5559290220423,4.685495936,0.98557264,0.09292183,0.0032509197,0.14142743
5559310270106,4.705545619,0.98556906,0.09409726,0.0042137178,0.14064698
5559330319789,4.725595302,0.9857294,0.09493564,0.004355571,0.13894615
5559350369471,4.745644984,0.9860195,0.094161116,0.0045047845,0.13740145
5559370419154,4.765694667,0.98649395,0.09063642,0.0059942,0.13630459
5559390468838,4.785744351,0.98725253,0.08650707,0.005079408,0.13350342
5559410518521,4.805794034,0.9880252,0.08412966,0.0016447679,0.12932779
5559430568204,4.825843717,0.9886373,0.08336631,-0.0028727734,0.12505245
5559450648403,4.845923916,0.989053,0.08261446,-0.0047409465,0.12217466
5559470698087,4.8659736,0.9893636,0.082541026,-0.004176194,0.11970499
5559490747770,4.886023283,0.9895717,0.08303741,-0.0039646714,0.11763072
5559510797453,4.906072966,0.98974633,0.083459854,-0.0055794464,0.115782805
5559530847135,4.926122648,0.9900076,0.08246167,-0.0091317585,0.11402556
